Column,Year,Age,Sex,Participant,Casualty,Total
967,2008,18 - 20 years,Male,Motor cyclists,Killed,2
968,2008,18 - 20 years,Male,Car passengers,Injured,179
969,2008,18 - 20 years,Male,Car passengers,Killed,3
970,2008,18 - 20 years,Male,Car drivers,Injured,243
971,2008,18 - 20 years,Male,Car drivers,Killed,12
972,2008,18 - 20 years,Female,Pedestrians,Injured,25
973,2008,18 - 20 years,Female,Pedestrians,Killed,2
974,2008,18 - 20 years,Female,Pedal cyclists,Injured,3
975,2008,18 - 20 years,Female,Pedal cyclists,Killed,0
976,2008,18 - 20 years,Female,Other road users,Injured,10
977,2008,18 - 20 years,Female,Other road users,Killed,0
978,2008,18 - 20 years,Female,Motor cyclists,Injured,0
979,2008,18 - 20 years,Female,Motor cyclists,Killed,1
980,2008,18 - 20 years,Female,Car passengers,Injured,171
981,2008,18 - 20 years,Female,Car passengers,Killed,1
982,2008,18 - 20 years,Female,Car drivers,Injured,153
983,2008,18 - 20 years,Female,Car drivers,Killed,5
984,2008,21 - 24 years,Male,Pedestrians,Injured,40
985,2008,21 - 24 years,Male,Pedestrians,Killed,0
986,2008,21 - 24 years,Male,Pedal cyclists,Injured,18
987,2008,21 - 24 years,Male,Pedal cyclists,Killed,0
988,2008,21 - 24 years,Male,Other road users,Injured,52
989,2008,21 - 24 years,Male,Other road users,Killed,2
990,2008,21 - 24 years,Male,Motor cyclists,Injured,49
991,2008,21 - 24 years,Male,Motor cyclists,Killed,7
992,2008,21 - 24 years,Male,Car passengers,Injured,162
993,2008,21 - 24 years,Male,Car passengers,Killed,6
994,2008,21 - 24 years,Male,Car drivers,Injured,226
995,2008,21 - 24 years,Male,Car drivers,Killed,17
996,2008,21 - 24 years,Female,Pedestrians,Injured,31
997,2008,21 - 24 years,Female,Pedestrians,Killed,1
998,2008,21 - 24 years,Female,Pedal cyclists,Injured,9
999,2008,21 - 24 years,Female,Pedal cyclists,Killed,0
1000,2008,21 - 24 years,Female,Other road users,Injured,15
1001,2008,21 - 24 years,Female,Other road users,Killed,0
1002,2008,21 - 24 years,Female,Motor cyclists,Injured,3
1003,2008,21 - 24 years,Female,Motor cyclists,Killed,0
1004,2008,21 - 24 years,Female,Car passengers,Injured,157
1005,2008,21 - 24 years,Female,Car passengers,Killed,3
1006,2008,21 - 24 years,Female,Car drivers,Injured,233
1007,2008,21 - 24 years,Female,Car drivers,Killed,5
1008,2008,25 - 34 years,Male,Pedestrians,Injured,95
1009,2008,25 - 34 years,Male,Pedestrians,Killed,2
1010,2008,25 - 34 years,Male,Pedal cyclists,Injured,68
1011,2008,25 - 34 years,Male,Pedal cyclists,Killed,0
1012,2008,25 - 34 years,Male,Other road users,Injured,168
1013,2008,25 - 34 years,Male,Other road users,Killed,4
1014,2008,25 - 34 years,Male,Motor cyclists,Injured,113
1015,2008,25 - 34 years,Male,Motor cyclists,Killed,9
1016,2008,25 - 34 years,Male,Car passengers,Injured,196
1017,2008,25 - 34 years,Male,Car passengers,Killed,5
1018,2008,25 - 34 years,Male,Car drivers,Injured,477
1019,2008,25 - 34 years,Male,Car drivers,Killed,13
1020,2008,25 - 34 years,Female,Pedestrians,Injured,56
1021,2008,25 - 34 years,Female,Pedestrians,Killed,2
1022,2008,25 - 34 years,Female,Pedal cyclists,Injured,31
1023,2008,25 - 34 years,Female,Pedal cyclists,Killed,0
1024,2008,25 - 34 years,Female,Other road users,Injured,29
1025,2008,25 - 34 years,Female,Other road users,Killed,0
1026,2008,25 - 34 years,Female,Motor cyclists,Injured,14
1027,2008,25 - 34 years,Female,Motor cyclists,Killed,0
1028,2008,25 - 34 years,Female,Car passengers,Injured,212
1029,2008,25 - 34 years,Female,Car passengers,Killed,2
1030,2008,25 - 34 years,Female,Car drivers,Injured,465
1031,2008,25 - 34 years,Female,Car drivers,Killed,7
1032,2008,35 - 44 years,Male,Pedestrians,Injured,67
1033,2008,35 - 44 years,Male,Pedestrians,Killed,4
1034,2008,35 - 44 years,Male,Pedal cyclists,Injured,36
1035,2008,35 - 44 years,Male,Pedal cyclists,Killed,1
1036,2008,35 - 44 years,Male,Other road users,Injured,103
1037,2008,35 - 44 years,Male,Other road users,Killed,7
1038,2008,35 - 44 years,Male,Motor cyclists,Injured,88
1039,2008,35 - 44 years,Male,Motor cyclists,Killed,8
1040,2008,35 - 44 years,Male,Car passengers,Injured,89
1041,2008,35 - 44 years,Male,Car passengers,Killed,0
1042,2008,35 - 44 years,Male,Car drivers,Injured,315
1043,2008,35 - 44 years,Male,Car drivers,Killed,12
1044,2008,35 - 44 years,Female,Pedestrians,Injured,46
1045,2008,35 - 44 years,Female,Pedestrians,Killed,0
1046,2008,35 - 44 years,Female,Pedal cyclists,Injured,11
1047,2008,35 - 44 years,Female,Pedal cyclists,Killed,0
1048,2008,35 - 44 years,Female,Other road users,Injured,13
1049,2008,35 - 44 years,Female,Other road users,Killed,0
1050,2008,35 - 44 years,Female,Motor cyclists,Injured,6
1051,2008,35 - 44 years,Female,Motor cyclists,Killed,0
1052,2008,35 - 44 years,Female,Car passengers,Injured,113
1053,2008,35 - 44 years,Female,Car passengers,Killed,1
1054,2008,35 - 44 years,Female,Car drivers,Injured,284
1055,2008,35 - 44 years,Female,Car drivers,Killed,3
1056,2008,45 - 54 years,Male,Pedestrians,Injured,46
1057,2008,45 - 54 years,Male,Pedestrians,Killed,5
1058,2008,45 - 54 years,Male,Pedal cyclists,Injured,22
1059,2008,45 - 54 years,Male,Pedal cyclists,Killed,2
1060,2008,45 - 54 years,Male,Other road users,Injured,77
1061,2008,45 - 54 years,Male,Other road users,Killed,1
1062,2008,45 - 54 years,Male,Motor cyclists,Injured,48
1063,2008,45 - 54 years,Male,Motor cyclists,Killed,0
1064,2008,45 - 54 years,Male,Car passengers,Injured,41
1065,2008,45 - 54 years,Male,Car passengers,Killed,1
1066,2008,45 - 54 years,Male,Car drivers,Injured,194
1067,2008,45 - 54 years,Male,Car drivers,Killed,4
1068,2008,45 - 54 years,Female,Pedestrians,Injured,39
1069,2008,45 - 54 years,Female,Pedestrians,Killed,1
1070,2008,45 - 54 years,Female,Pedal cyclists,Injured,8
1071,2008,45 - 54 years,Female,Pedal cyclists,Killed,2
1072,2008,45 - 54 years,Female,Other road users,Injured,19
1073,2008,45 - 54 years,Female,Other road users,Killed,0
1074,2008,45 - 54 years,Female,Motor cyclists,Injured,6
1075,2008,45 - 54 years,Female,Motor cyclists,Killed,0
1076,2008,45 - 54 years,Female,Car passengers,Injured,102
1077,2008,45 - 54 years,Female,Car passengers,Killed,0
1078,2008,45 - 54 years,Female,Car drivers,Injured,213
1079,2008,45 - 54 years,Female,Car drivers,Killed,4
1080,2008,55 - 64 years,Male,Pedestrians,Injured,42
1081,2008,55 - 64 years,Male,Pedestrians,Killed,2
1082,2008,55 - 64 years,Male,Pedal cyclists,Injured,18
1083,2008,55 - 64 years,Male,Pedal cyclists,Killed,2
1084,2008,55 - 64 years,Male,Other road users,Injured,53
1085,2008,55 - 64 years,Male,Other road users,Killed,2
1086,2008,55 - 64 years,Male,Motor cyclists,Injured,10
1087,2008,55 - 64 years,Male,Motor cyclists,Killed,1
1088,2008,55 - 64 years,Male,Car passengers,Injured,36
1089,2008,55 - 64 years,Male,Car passengers,Killed,1
1090,2008,55 - 64 years,Male,Car drivers,Injured,149
1091,2008,55 - 64 years,Male,Car drivers,Killed,0
1092,2008,55 - 64 years,Female,Pedestrians,Injured,42
1093,2008,55 - 64 years,Female,Pedestrians,Killed,2
1094,2008,55 - 64 years,Female,Pedal cyclists,Injured,4
1095,2008,55 - 64 years,Female,Pedal cyclists,Killed,0
1096,2008,55 - 64 years,Female,Other road users,Injured,9
1097,2008,55 - 64 years,Female,Other road users,Killed,0
1098,2008,55 - 64 years,Female,Motor cyclists,Injured,2
1099,2008,55 - 64 years,Female,Motor cyclists,Killed,0
1100,2008,55 - 64 years,Female,Car passengers,Injured,95
1101,2008,55 - 64 years,Female,Car passengers,Killed,0
1102,2008,55 - 64 years,Female,Car drivers,Injured,105
1103,2008,55 - 64 years,Female,Car drivers,Killed,3
1104,2008,65 years and over,Male,Pedestrians,Injured,59
1105,2008,65 years and over,Male,Pedestrians,Killed,6
1106,2008,65 years and over,Male,Pedal cyclists,Injured,9
1107,2008,65 years and over,Male,Pedal cyclists,Killed,2
1108,2008,65 years and over,Male,Other road users,Injured,21
1109,2008,65 years and over,Male,Other road users,Killed,6
1110,2008,65 years and over,Male,Motor cyclists,Injured,5
1111,2008,65 years and over,Male,Motor cyclists,Killed,0
1112,2008,65 years and over,Male,Car passengers,Injured,32
1113,2008,65 years and over,Male,Car passengers,Killed,1
1114,2008,65 years and over,Male,Car drivers,Injured,164
1115,2008,65 years and over,Male,Car drivers,Killed,12
1116,2008,65 years and over,Female,Pedestrians,Injured,86
1117,2008,65 years and over,Female,Pedestrians,Killed,6
1118,2008,65 years and over,Female,Pedal cyclists,Injured,5
1119,2008,65 years and over,Female,Pedal cyclists,Killed,0
1120,2008,65 years and over,Female,Other road users,Injured,7
1121,2008,65 years and over,Female,Other road users,Killed,0
1122,2008,65 years and over,Female,Motor cyclists,Injured,0
1123,2008,65 years and over,Female,Motor cyclists,Killed,0
1124,2008,65 years and over,Female,Car passengers,Injured,107
1125,2008,65 years and over,Female,Car passengers,Killed,6
1126,2008,65 years and over,Female,Car drivers,Injured,93
1127,2008,65 years and over,Female,Car drivers,Killed,7
1128,2008,Age unknown,Male,Pedestrians,Injured,19
1129,2008,Age unknown,Male,Pedestrians,Killed,0
1130,2008,Age unknown,Male,Pedal cyclists,Injured,11
1131,2008,Age unknown,Male,Pedal cyclists,Killed,0
1132,2008,Age unknown,Male,Other road users,Injured,75
1133,2008,Age unknown,Male,Other road users,Killed,0
1134,2008,Age unknown,Male,Motor cyclists,Injured,80
1135,2008,Age unknown,Male,Motor cyclists,Killed,0
1136,2008,Age unknown,Male,Car passengers,Injured,31
1137,2008,Age unknown,Male,Car passengers,Killed,1
1138,2008,Age unknown,Male,Car drivers,Injured,358
1139,2008,Age unknown,Male,Car drivers,Killed,0
1140,2008,Age unknown,Female,Pedestrians,Injured,25
1141,2008,Age unknown,Female,Pedestrians,Killed,0
1142,2008,Age unknown,Female,Pedal cyclists,Injured,8
1143,2008,Age unknown,Female,Pedal cyclists,Killed,0
1144,2008,Age unknown,Female,Other road users,Injured,8
1145,2008,Age unknown,Female,Other road users,Killed,0
1146,2008,Age unknown,Female,Motor cyclists,Injured,3
1147,2008,Age unknown,Female,Motor cyclists,Killed,0
1148,2008,Age unknown,Female,Car passengers,Injured,19
1149,2008,Age unknown,Female,Car passengers,Killed,0
1150,2008,Age unknown,Female,Car drivers,Injured,293
1151,2008,Age unknown,Female,Car drivers,Killed,0
1152,2009,00 - 05 years,Male,Pedestrians,Injured,35
1153,2009,00 - 05 years,Male,Pedestrians,Killed,3
1154,2009,00 - 05 years,Male,Pedal cyclists,Injured,2
1155,2009,00 - 05 years,Male,Pedal cyclists,Killed,0
1156,2009,00 - 05 years,Male,Other road users,Injured,2
1157,2009,00 - 05 years,Male,Other road users,Killed,0
1158,2009,00 - 05 years,Male,Motor cyclists,Injured,0
1159,2009,00 - 05 years,Male,Motor cyclists,Killed,0
1160,2009,00 - 05 years,Male,Car passengers,Injured,85
1161,2009,00 - 05 years,Male,Car passengers,Killed,2
1162,2009,00 - 05 years,Male,Car drivers,Injured,0
1163,2009,00 - 05 years,Male,Car drivers,Killed,0
1164,2009,00 - 05 years,Female,Pedestrians,Injured,23
1165,2009,00 - 05 years,Female,Pedestrians,Killed,1
1166,2009,00 - 05 years,Female,Pedal cyclists,Injured,1
1167,2009,00 - 05 years,Female,Pedal cyclists,Killed,0
1168,2009,00 - 05 years,Female,Other road users,Injured,1
1169,2009,00 - 05 years,Female,Other road users,Killed,0
1170,2009,00 - 05 years,Female,Motor cyclists,Injured,0
1171,2009,00 - 05 years,Female,Motor cyclists,Killed,0
1172,2009,00 - 05 years,Female,Car passengers,Injured,99
1173,2009,00 - 05 years,Female,Car passengers,Killed,1
1174,2009,00 - 05 years,Female,Car drivers,Injured,0
1175,2009,00 - 05 years,Female,Car drivers,Killed,0
1176,2009,06 - 09 years,Male,Pedestrians,Injured,48
1177,2009,06 - 09 years,Male,Pedestrians,Killed,1
1178,2009,06 - 09 years,Male,Pedal cyclists,Injured,4
1179,2009,06 - 09 years,Male,Pedal cyclists,Killed,0
1180,2009,06 - 09 years,Male,Other road users,Injured,3
1181,2009,06 - 09 years,Male,Other road users,Killed,0
1182,2009,06 - 09 years,Male,Motor cyclists,Injured,1
1183,2009,06 - 09 years,Male,Motor cyclists,Killed,0
1184,2009,06 - 09 years,Male,Car passengers,Injured,71
1185,2009,06 - 09 years,Male,Car passengers,Killed,0
1186,2009,06 - 09 years,Male,Car drivers,Injured,0
1187,2009,06 - 09 years,Male,Car drivers,Killed,0
1188,2009,06 - 09 years,Female,Pedestrians,Injured,28
1189,2009,06 - 09 years,Female,Pedestrians,Killed,0
1190,2009,06 - 09 years,Female,Pedal cyclists,Injured,5
1191,2009,06 - 09 years,Female,Pedal cyclists,Killed,0
1192,2009,06 - 09 years,Female,Other road users,Injured,5
1193,2009,06 - 09 years,Female,Other road users,Killed,0
1194,2009,06 - 09 years,Female,Motor cyclists,Injured,0
1195,2009,06 - 09 years,Female,Motor cyclists,Killed,0
1196,2009,06 - 09 years,Female,Car passengers,Injured,65
1197,2009,06 - 09 years,Female,Car passengers,Killed,0
1198,2009,06 - 09 years,Female,Car drivers,Injured,0
1199,2009,06 - 09 years,Female,Car drivers,Killed,0
1200,2009,10 - 14 years,Male,Pedestrians,Injured,58
1201,2009,10 - 14 years,Male,Pedestrians,Killed,0
1202,2009,10 - 14 years,Male,Pedal cyclists,Injured,29
1203,2009,10 - 14 years,Male,Pedal cyclists,Killed,2
1204,2009,10 - 14 years,Male,Other road users,Injured,11
1205,2009,10 - 14 years,Male,Other road users,Killed,0
1206,2009,10 - 14 years,Male,Motor cyclists,Injured,2
1207,2009,10 - 14 years,Male,Motor cyclists,Killed,0
1208,2009,10 - 14 years,Male,Car passengers,Injured,75
1209,2009,10 - 14 years,Male,Car passengers,Killed,0
1210,2009,10 - 14 years,Male,Car drivers,Injured,3
1211,2009,10 - 14 years,Male,Car drivers,Killed,0
1212,2009,10 - 14 years,Female,Pedestrians,Injured,43
1213,2009,10 - 14 years,Female,Pedestrians,Killed,2
1214,2009,10 - 14 years,Female,Pedal cyclists,Injured,5
1215,2009,10 - 14 years,Female,Pedal cyclists,Killed,0
1216,2009,10 - 14 years,Female,Other road users,Injured,4
1217,2009,10 - 14 years,Female,Other road users,Killed,0
1218,2009,10 - 14 years,Female,Motor cyclists,Injured,0
1219,2009,10 - 14 years,Female,Motor cyclists,Killed,0
1220,2009,10 - 14 years,Female,Car passengers,Injured,93
1221,2009,10 - 14 years,Female,Car passengers,Killed,0
1222,2009,10 - 14 years,Female,Car drivers,Injured,1
1223,2009,10 - 14 years,Female,Car drivers,Killed,0
1224,2009,15 - 17 years,Male,Pedestrians,Injured,26
1225,2009,15 - 17 years,Male,Pedestrians,Killed,0
1226,2009,15 - 17 years,Male,Pedal cyclists,Injured,24
1227,2009,15 - 17 years,Male,Pedal cyclists,Killed,2
1228,2009,15 - 17 years,Male,Other road users,Injured,18
1229,2009,15 - 17 years,Male,Other road users,Killed,0
1230,2009,15 - 17 years,Male,Motor cyclists,Injured,18
1231,2009,15 - 17 years,Male,Motor cyclists,Killed,0
1232,2009,15 - 17 years,Male,Car passengers,Injured,116
1233,2009,15 - 17 years,Male,Car passengers,Killed,6
1234,2009,15 - 17 years,Male,Car drivers,Injured,51
1235,2009,15 - 17 years,Male,Car drivers,Killed,1
1236,2009,15 - 17 years,Female,Pedestrians,Injured,43
1237,2009,15 - 17 years,Female,Pedestrians,Killed,0
1238,2009,15 - 17 years,Female,Pedal cyclists,Injured,2
1239,2009,15 - 17 years,Female,Pedal cyclists,Killed,0
1240,2009,15 - 17 years,Female,Other road users,Injured,1
1241,2009,15 - 17 years,Female,Other road users,Killed,0
1242,2009,15 - 17 years,Female,Motor cyclists,Injured,4
1243,2009,15 - 17 years,Female,Motor cyclists,Killed,0
1244,2009,15 - 17 years,Female,Car passengers,Injured,103
1245,2009,15 - 17 years,Female,Car passengers,Killed,0
1246,2009,15 - 17 years,Female,Car drivers,Injured,18
1247,2009,15 - 17 years,Female,Car drivers,Killed,0
1248,2009,18 - 20 years,Male,Pedestrians,Injured,40
1249,2009,18 - 20 years,Male,Pedestrians,Killed,2
1250,2009,18 - 20 years,Male,Pedal cyclists,Injured,11
1251,2009,18 - 20 years,Male,Pedal cyclists,Killed,0
1252,2009,18 - 20 years,Male,Other road users,Injured,44
1253,2009,18 - 20 years,Male,Other road users,Killed,2
1254,2009,18 - 20 years,Male,Motor cyclists,Injured,19
1255,2009,18 - 20 years,Male,Motor cyclists,Killed,1
1256,2009,18 - 20 years,Male,Car passengers,Injured,234
1257,2009,18 - 20 years,Male,Car passengers,Killed,4
1258,2009,18 - 20 years,Male,Car drivers,Injured,258
1259,2009,18 - 20 years,Male,Car drivers,Killed,14
1260,2009,18 - 20 years,Female,Pedestrians,Injured,34
1261,2009,18 - 20 years,Female,Pedestrians,Killed,0
1262,2009,18 - 20 years,Female,Pedal cyclists,Injured,1
1263,2009,18 - 20 years,Female,Pedal cyclists,Killed,0
1264,2009,18 - 20 years,Female,Other road users,Injured,10
1265,2009,18 - 20 years,Female,Other road users,Killed,0
1266,2009,18 - 20 years,Female,Motor cyclists,Injured,2
1267,2009,18 - 20 years,Female,Motor cyclists,Killed,0
1268,2009,18 - 20 years,Female,Car passengers,Injured,168
1269,2009,18 - 20 years,Female,Car passengers,Killed,5
1270,2009,18 - 20 years,Female,Car drivers,Injured,161
1271,2009,18 - 20 years,Female,Car drivers,Killed,3
1272,2009,21 - 24 years,Male,Pedestrians,Injured,57
1273,2009,21 - 24 years,Male,Pedestrians,Killed,2
1274,2009,21 - 24 years,Male,Pedal cyclists,Injured,20
1275,2009,21 - 24 years,Male,Pedal cyclists,Killed,0
1276,2009,21 - 24 years,Male,Other road users,Injured,61
1277,2009,21 - 24 years,Male,Other road users,Killed,1
1278,2009,21 - 24 years,Male,Motor cyclists,Injured,48
1279,2009,21 - 24 years,Male,Motor cyclists,Killed,4
1280,2009,21 - 24 years,Male,Car passengers,Injured,196
1281,2009,21 - 24 years,Male,Car passengers,Killed,8
1282,2009,21 - 24 years,Male,Car drivers,Injured,255
1283,2009,21 - 24 years,Male,Car drivers,Killed,15
1284,2009,21 - 24 years,Female,Pedestrians,Injured,27
1285,2009,21 - 24 years,Female,Pedestrians,Killed,0
1286,2009,21 - 24 years,Female,Pedal cyclists,Injured,8
1287,2009,21 - 24 years,Female,Pedal cyclists,Killed,0
1288,2009,21 - 24 years,Female,Other road users,Injured,16
1289,2009,21 - 24 years,Female,Other road users,Killed,0
1290,2009,21 - 24 years,Female,Motor cyclists,Injured,3
1291,2009,21 - 24 years,Female,Motor cyclists,Killed,0
1292,2009,21 - 24 years,Female,Car passengers,Injured,171
1293,2009,21 - 24 years,Female,Car passengers,Killed,0
1294,2009,21 - 24 years,Female,Car drivers,Injured,228
1295,2009,21 - 24 years,Female,Car drivers,Killed,3
1296,2009,25 - 34 years,Male,Pedestrians,Injured,82
1297,2009,25 - 34 years,Male,Pedestrians,Killed,3
1298,2009,25 - 34 years,Male,Pedal cyclists,Injured,61
1299,2009,25 - 34 years,Male,Pedal cyclists,Killed,1
1300,2009,25 - 34 years,Male,Other road users,Injured,123
1301,2009,25 - 34 years,Male,Other road users,Killed,6
1302,2009,25 - 34 years,Male,Motor cyclists,Injured,127
1303,2009,25 - 34 years,Male,Motor cyclists,Killed,9
1304,2009,25 - 34 years,Male,Car passengers,Injured,252
1305,2009,25 - 34 years,Male,Car passengers,Killed,5
1306,2009,25 - 34 years,Male,Car drivers,Injured,562
1307,2009,25 - 34 years,Male,Car drivers,Killed,17
1308,2009,25 - 34 years,Female,Pedestrians,Injured,72
1309,2009,25 - 34 years,Female,Pedestrians,Killed,2
1310,2009,25 - 34 years,Female,Pedal cyclists,Injured,30
1311,2009,25 - 34 years,Female,Pedal cyclists,Killed,0
1312,2009,25 - 34 years,Female,Other road users,Injured,20
1313,2009,25 - 34 years,Female,Other road users,Killed,0
1314,2009,25 - 34 years,Female,Motor cyclists,Injured,6
1315,2009,25 - 34 years,Female,Motor cyclists,Killed,0
1316,2009,25 - 34 years,Female,Car passengers,Injured,206
1317,2009,25 - 34 years,Female,Car passengers,Killed,1
1318,2009,25 - 34 years,Female,Car drivers,Injured,538
1319,2009,25 - 34 years,Female,Car drivers,Killed,8
1320,2009,35 - 44 years,Male,Pedestrians,Injured,55
1321,2009,35 - 44 years,Male,Pedestrians,Killed,2
1322,2009,35 - 44 years,Male,Pedal cyclists,Injured,53
1323,2009,35 - 44 years,Male,Pedal cyclists,Killed,0
1324,2009,35 - 44 years,Male,Other road users,Injured,140
1325,2009,35 - 44 years,Male,Other road users,Killed,4
1326,2009,35 - 44 years,Male,Motor cyclists,Injured,92
1327,2009,35 - 44 years,Male,Motor cyclists,Killed,8
1328,2009,35 - 44 years,Male,Car passengers,Injured,91
1329,2009,35 - 44 years,Male,Car passengers,Killed,2
1330,2009,35 - 44 years,Male,Car drivers,Injured,381
1331,2009,35 - 44 years,Male,Car drivers,Killed,14
1332,2009,35 - 44 years,Female,Pedestrians,Injured,35
1333,2009,35 - 44 years,Female,Pedestrians,Killed,1
1334,2009,35 - 44 years,Female,Pedal cyclists,Injured,14
1335,2009,35 - 44 years,Female,Pedal cyclists,Killed,0
1336,2009,35 - 44 years,Female,Other road users,Injured,16
1337,2009,35 - 44 years,Female,Other road users,Killed,1
1338,2009,35 - 44 years,Female,Motor cyclists,Injured,6
1339,2009,35 - 44 years,Female,Motor cyclists,Killed,0
1340,2009,35 - 44 years,Female,Car passengers,Injured,149
1341,2009,35 - 44 years,Female,Car passengers,Killed,0
1342,2009,35 - 44 years,Female,Car drivers,Injured,374
1343,2009,35 - 44 years,Female,Car drivers,Killed,2
1344,2009,45 - 54 years,Male,Pedestrians,Injured,66
1345,2009,45 - 54 years,Male,Pedestrians,Killed,3
1346,2009,45 - 54 years,Male,Pedal cyclists,Injured,35
1347,2009,45 - 54 years,Male,Pedal cyclists,Killed,1
1348,2009,45 - 54 years,Male,Other road users,Injured,70
1349,2009,45 - 54 years,Male,Other road users,Killed,2
1350,2009,45 - 54 years,Male,Motor cyclists,Injured,49
1351,2009,45 - 54 years,Male,Motor cyclists,Killed,0
1352,2009,45 - 54 years,Male,Car passengers,Injured,61
1353,2009,45 - 54 years,Male,Car passengers,Killed,2
1354,2009,45 - 54 years,Male,Car drivers,Injured,227
1355,2009,45 - 54 years,Male,Car drivers,Killed,2
1356,2009,45 - 54 years,Female,Pedestrians,Injured,34
1357,2009,45 - 54 years,Female,Pedestrians,Killed,1
1358,2009,45 - 54 years,Female,Pedal cyclists,Injured,3
1359,2009,45 - 54 years,Female,Pedal cyclists,Killed,0
1360,2009,45 - 54 years,Female,Other road users,Injured,20
1361,2009,45 - 54 years,Female,Other road users,Killed,0
1362,2009,45 - 54 years,Female,Motor cyclists,Injured,6
1363,2009,45 - 54 years,Female,Motor cyclists,Killed,0
1364,2009,45 - 54 years,Female,Car passengers,Injured,115
1365,2009,45 - 54 years,Female,Car passengers,Killed,0
1366,2009,45 - 54 years,Female,Car drivers,Injured,259
1367,2009,45 - 54 years,Female,Car drivers,Killed,8
1368,2009,55 - 64 years,Male,Pedestrians,Injured,48
1369,2009,55 - 64 years,Male,Pedestrians,Killed,7
1370,2009,55 - 64 years,Male,Pedal cyclists,Injured,23
1371,2009,55 - 64 years,Male,Pedal cyclists,Killed,0
1372,2009,55 - 64 years,Male,Other road users,Injured,41
1373,2009,55 - 64 years,Male,Other road users,Killed,2
1374,2009,55 - 64 years,Male,Motor cyclists,Injured,13
1375,2009,55 - 64 years,Male,Motor cyclists,Killed,2
1376,2009,55 - 64 years,Male,Car passengers,Injured,35
1377,2009,55 - 64 years,Male,Car passengers,Killed,1
1378,2009,55 - 64 years,Male,Car drivers,Injured,161
1379,2009,55 - 64 years,Male,Car drivers,Killed,5
1380,2009,55 - 64 years,Female,Pedestrians,Injured,33
1381,2009,55 - 64 years,Female,Pedestrians,Killed,0
1382,2009,55 - 64 years,Female,Pedal cyclists,Injured,7
1383,2009,55 - 64 years,Female,Pedal cyclists,Killed,0
1384,2009,55 - 64 years,Female,Other road users,Injured,13
1385,2009,55 - 64 years,Female,Other road users,Killed,1
1386,2009,55 - 64 years,Female,Motor cyclists,Injured,2
1387,2009,55 - 64 years,Female,Motor cyclists,Killed,0
1388,2009,55 - 64 years,Female,Car passengers,Injured,89
1389,2009,55 - 64 years,Female,Car passengers,Killed,1
1390,2009,55 - 64 years,Female,Car drivers,Injured,145
1391,2009,55 - 64 years,Female,Car drivers,Killed,3
1392,2009,65 years and over,Male,Pedestrians,Injured,64
1393,2009,65 years and over,Male,Pedestrians,Killed,3
1394,2009,65 years and over,Male,Pedal cyclists,Injured,9
1395,2009,65 years and over,Male,Pedal cyclists,Killed,1
1396,2009,65 years and over,Male,Other road users,Injured,27
1397,2009,65 years and over,Male,Other road users,Killed,1
1398,2009,65 years and over,Male,Motor cyclists,Injured,5
1399,2009,65 years and over,Male,Motor cyclists,Killed,1
1400,2009,65 years and over,Male,Car passengers,Injured,31
1401,2009,65 years and over,Male,Car passengers,Killed,0
1402,2009,65 years and over,Male,Car drivers,Injured,168
1403,2009,65 years and over,Male,Car drivers,Killed,8
1404,2009,65 years and over,Female,Pedestrians,Injured,73
1405,2009,65 years and over,Female,Pedestrians,Killed,7
1406,2009,65 years and over,Female,Pedal cyclists,Injured,1
1407,2009,65 years and over,Female,Pedal cyclists,Killed,0
1408,2009,65 years and over,Female,Other road users,Injured,8
1409,2009,65 years and over,Female,Other road users,Killed,0
1410,2009,65 years and over,Female,Motor cyclists,Injured,0
1411,2009,65 years and over,Female,Motor cyclists,Killed,0
1412,2009,65 years and over,Female,Car passengers,Injured,103
1413,2009,65 years and over,Female,Car passengers,Killed,1
1414,2009,65 years and over,Female,Car drivers,Injured,128
1415,2009,65 years and over,Female,Car drivers,Killed,4
1416,2009,Age unknown,Male,Pedestrians,Injured,13
1417,2009,Age unknown,Male,Pedestrians,Killed,0
1418,2009,Age unknown,Male,Pedal cyclists,Injured,6
1419,2009,Age unknown,Male,Pedal cyclists,Killed,0
1420,2009,Age unknown,Male,Other road users,Injured,22
1421,2009,Age unknown,Male,Other road users,Killed,0
1422,2009,Age unknown,Male,Motor cyclists,Injured,17
1423,2009,Age unknown,Male,Motor cyclists,Killed,0
1424,2009,Age unknown,Male,Car passengers,Injured,18
1425,2009,Age unknown,Male,Car passengers,Killed,0
1426,2009,Age unknown,Male,Car drivers,Injured,89
1427,2009,Age unknown,Male,Car drivers,Killed,0
1428,2009,Age unknown,Female,Pedestrians,Injured,16
1429,2009,Age unknown,Female,Pedestrians,Killed,0
1430,2009,Age unknown,Female,Pedal cyclists,Injured,0
1431,2009,Age unknown,Female,Pedal cyclists,Killed,0
1432,2009,Age unknown,Female,Other road users,Injured,1
1433,2009,Age unknown,Female,Other road users,Killed,0
1434,2009,Age unknown,Female,Motor cyclists,Injured,0
1435,2009,Age unknown,Female,Motor cyclists,Killed,0
1436,2009,Age unknown,Female,Car passengers,Injured,10
1437,2009,Age unknown,Female,Car passengers,Killed,0
1438,2009,Age unknown,Female,Car drivers,Injured,57
1439,2009,Age unknown,Female,Car drivers,Killed,0
1440,2010,00 - 05 years,Male,Pedestrians,Injured,41
1441,2010,00 - 05 years,Male,Pedestrians,Killed,3
