Column,Year,Age,Sex,Participant,Casualty,Total
1913,2011,35 - 44 years,Female,Other road users,Killed,0
1914,2011,35 - 44 years,Female,Motor cyclists,Injured,0
1915,2011,35 - 44 years,Female,Motor cyclists,Killed,0
1916,2011,35 - 44 years,Female,Car passengers,Injured,0
1917,2011,35 - 44 years,Female,Car passengers,Killed,0
1918,2011,35 - 44 years,Female,Car drivers,Injured,0
1919,2011,35 - 44 years,Female,Car drivers,Killed,0
1920,2011,45 - 54 years,Male,Pedestrians,Injured,4
1921,2011,45 - 54 years,Male,Pedestrians,Killed,1
1922,2011,45 - 54 years,Male,Pedal cyclists,Injured,2
1923,2011,45 - 54 years,Male,Pedal cyclists,Killed,0
1924,2011,45 - 54 years,Male,Other road users,Injured,1
1925,2011,45 - 54 years,Male,Other road users,Killed,5
1926,2011,45 - 54 years,Male,Motor cyclists,Injured,0
1927,2011,45 - 54 years,Male,Motor cyclists,Killed,3
1928,2011,45 - 54 years,Male,Car passengers,Injured,0
1929,2011,45 - 54 years,Male,Car passengers,Killed,6
1930,2011,45 - 54 years,Male,Car drivers,Injured,0
1931,2011,45 - 54 years,Male,Car drivers,Killed,10
1932,2011,45 - 54 years,Female,Pedestrians,Injured,0
1933,2011,45 - 54 years,Female,Pedestrians,Killed,0
1934,2011,45 - 54 years,Female,Pedal cyclists,Injured,0
1935,2011,45 - 54 years,Female,Pedal cyclists,Killed,1
1936,2011,45 - 54 years,Female,Other road users,Injured,0
1937,2011,45 - 54 years,Female,Other road users,Killed,0
1938,2011,45 - 54 years,Female,Motor cyclists,Injured,0
1939,2011,45 - 54 years,Female,Motor cyclists,Killed,0
1940,2011,45 - 54 years,Female,Car passengers,Injured,0
1941,2011,45 - 54 years,Female,Car passengers,Killed,0
1942,2011,45 - 54 years,Female,Car drivers,Injured,0
1943,2011,45 - 54 years,Female,Car drivers,Killed,0
1944,2011,55 - 64 years,Male,Pedestrians,Injured,177
1945,2011,55 - 64 years,Male,Pedestrians,Killed,4
1946,2011,55 - 64 years,Male,Pedal cyclists,Injured,104
1947,2011,55 - 64 years,Male,Pedal cyclists,Killed,1010
1948,2011,55 - 64 years,Male,Other road users,Injured,13
1949,2011,55 - 64 years,Male,Other road users,Killed,119
1950,2011,55 - 64 years,Male,Motor cyclists,Injured,0
1951,2011,55 - 64 years,Male,Motor cyclists,Killed,183
1952,2011,55 - 64 years,Male,Car passengers,Injured,0
1953,2011,55 - 64 years,Male,Car passengers,Killed,294
1954,2011,55 - 64 years,Male,Car drivers,Injured,0
1955,2011,55 - 64 years,Male,Car drivers,Killed,370
1956,2011,55 - 64 years,Female,Pedestrians,Injured,2
1957,2011,55 - 64 years,Female,Pedestrians,Killed,0
1958,2011,55 - 64 years,Female,Pedal cyclists,Injured,4
1959,2011,55 - 64 years,Female,Pedal cyclists,Killed,7
1960,2011,55 - 64 years,Female,Other road users,Injured,0
1961,2011,55 - 64 years,Female,Other road users,Killed,1
1962,2011,55 - 64 years,Female,Motor cyclists,Injured,0
1963,2011,55 - 64 years,Female,Motor cyclists,Killed,2
1964,2011,55 - 64 years,Female,Car passengers,Injured,0
1965,2011,55 - 64 years,Female,Car passengers,Killed,4
1966,2011,55 - 64 years,Female,Car drivers,Injured,0
1967,2011,55 - 64 years,Female,Car drivers,Killed,3
1968,2011,65 years and over,Male,Pedestrians,Injured,126
1969,2011,65 years and over,Male,Pedestrians,Killed,10
1970,2011,65 years and over,Male,Pedal cyclists,Injured,128
1971,2011,65 years and over,Male,Pedal cyclists,Killed,78
1972,2011,65 years and over,Male,Other road users,Injured,67
1973,2011,65 years and over,Male,Other road users,Killed,57
1974,2011,65 years and over,Male,Motor cyclists,Injured,52
1975,2011,65 years and over,Male,Motor cyclists,Killed,75
1976,2011,65 years and over,Male,Car passengers,Injured,49
1977,2011,65 years and over,Male,Car passengers,Killed,72
1978,2011,65 years and over,Male,Car drivers,Injured,69
1979,2011,65 years and over,Male,Car drivers,Killed,175
1980,2011,65 years and over,Female,Pedestrians,Injured,0
1981,2011,65 years and over,Female,Pedestrians,Killed,0
1982,2011,65 years and over,Female,Pedal cyclists,Injured,1
1983,2011,65 years and over,Female,Pedal cyclists,Killed,5
1984,2011,65 years and over,Female,Other road users,Injured,2
1985,2011,65 years and over,Female,Other road users,Killed,3
1986,2011,65 years and over,Female,Motor cyclists,Injured,1
1987,2011,65 years and over,Female,Motor cyclists,Killed,0
1988,2011,65 years and over,Female,Car passengers,Injured,0
1989,2011,65 years and over,Female,Car passengers,Killed,0
1990,2011,65 years and over,Female,Car drivers,Injured,0
1991,2011,65 years and over,Female,Car drivers,Killed,3
1992,2011,Age unknown,Male,Pedestrians,Injured,16
1993,2011,Age unknown,Male,Pedestrians,Killed,0
1994,2011,Age unknown,Male,Pedal cyclists,Injured,9
1995,2011,Age unknown,Male,Pedal cyclists,Killed,7
1996,2011,Age unknown,Male,Other road users,Injured,3
1997,2011,Age unknown,Male,Other road users,Killed,8
1998,2011,Age unknown,Male,Motor cyclists,Injured,1
1999,2011,Age unknown,Male,Motor cyclists,Killed,13
2000,2011,Age unknown,Male,Car passengers,Injured,0
2001,2011,Age unknown,Male,Car passengers,Killed,20
2002,2011,Age unknown,Male,Car drivers,Injured,0
2003,2011,Age unknown,Male,Car drivers,Killed,32
2004,2011,Age unknown,Female,Pedestrians,Injured,1
2005,2011,Age unknown,Female,Pedestrians,Killed,0
2006,2011,Age unknown,Female,Pedal cyclists,Injured,1
2007,2011,Age unknown,Female,Pedal cyclists,Killed,0
2008,2011,Age unknown,Female,Other road users,Injured,1
2009,2011,Age unknown,Female,Other road users,Killed,0
2010,2011,Age unknown,Female,Motor cyclists,Injured,0
2011,2011,Age unknown,Female,Motor cyclists,Killed,0
2012,2011,Age unknown,Female,Car passengers,Injured,0
2013,2011,Age unknown,Female,Car passengers,Killed,0
2014,2011,Age unknown,Female,Car drivers,Injured,0
2015,2011,Age unknown,Female,Car drivers,Killed,0
2016,2012,00 - 05 years,Male,Pedestrians,Injured,40
2017,2012,00 - 05 years,Male,Pedestrians,Killed,0
2018,2012,00 - 05 years,Male,Pedal cyclists,Injured,1
2019,2012,00 - 05 years,Male,Pedal cyclists,Killed,0
2020,2012,00 - 05 years,Male,Other road users,Injured,2
2021,2012,00 - 05 years,Male,Other road users,Killed,0
2022,2012,00 - 05 years,Male,Motor cyclists,Injured,0
2023,2012,00 - 05 years,Male,Motor cyclists,Killed,0
2024,2012,00 - 05 years,Male,Car passengers,Injured,83
2025,2012,00 - 05 years,Male,Car passengers,Killed,0
2026,2012,00 - 05 years,Male,Car drivers,Injured,0
2027,2012,00 - 05 years,Male,Car drivers,Killed,0
2028,2012,00 - 05 years,Female,Pedestrians,Injured,29
2029,2012,00 - 05 years,Female,Pedestrians,Killed,2
2030,2012,00 - 05 years,Female,Pedal cyclists,Injured,1
2031,2012,00 - 05 years,Female,Pedal cyclists,Killed,0
2032,2012,00 - 05 years,Female,Other road users,Injured,2
2033,2012,00 - 05 years,Female,Other road users,Killed,0
2034,2012,00 - 05 years,Female,Motor cyclists,Injured,0
2035,2012,00 - 05 years,Female,Motor cyclists,Killed,0
2036,2012,00 - 05 years,Female,Car passengers,Injured,56
2037,2012,00 - 05 years,Female,Car passengers,Killed,0
2038,2012,00 - 05 years,Female,Car drivers,Injured,0
2039,2012,00 - 05 years,Female,Car drivers,Killed,0
2040,2012,06 - 09 years,Male,Pedestrians,Injured,41
2041,2012,06 - 09 years,Male,Pedestrians,Killed,1
2042,2012,06 - 09 years,Male,Pedal cyclists,Injured,12
2043,2012,06 - 09 years,Male,Pedal cyclists,Killed,0
2044,2012,06 - 09 years,Male,Other road users,Injured,2
2045,2012,06 - 09 years,Male,Other road users,Killed,0
2046,2012,06 - 09 years,Male,Motor cyclists,Injured,0
2047,2012,06 - 09 years,Male,Motor cyclists,Killed,0
2048,2012,06 - 09 years,Male,Car passengers,Injured,54
2049,2012,06 - 09 years,Male,Car passengers,Killed,0
2050,2012,06 - 09 years,Male,Car drivers,Injured,0
2051,2012,06 - 09 years,Male,Car drivers,Killed,0
2052,2012,06 - 09 years,Female,Pedestrians,Injured,20
2053,2012,06 - 09 years,Female,Pedestrians,Killed,0
2054,2012,06 - 09 years,Female,Pedal cyclists,Injured,2
2055,2012,06 - 09 years,Female,Pedal cyclists,Killed,0
2056,2012,06 - 09 years,Female,Other road users,Injured,0
2057,2012,06 - 09 years,Female,Other road users,Killed,0
2058,2012,06 - 09 years,Female,Motor cyclists,Injured,0
2059,2012,06 - 09 years,Female,Motor cyclists,Killed,0
2060,2012,06 - 09 years,Female,Car passengers,Injured,48
2061,2012,06 - 09 years,Female,Car passengers,Killed,0
2062,2012,06 - 09 years,Female,Car drivers,Injured,0
2063,2012,06 - 09 years,Female,Car drivers,Killed,0
2064,2012,10 - 14 years,Male,Pedestrians,Injured,54
2065,2012,10 - 14 years,Male,Pedestrians,Killed,0
2066,2012,10 - 14 years,Male,Pedal cyclists,Injured,31
2067,2012,10 - 14 years,Male,Pedal cyclists,Killed,0
2068,2012,10 - 14 years,Male,Other road users,Injured,8
2069,2012,10 - 14 years,Male,Other road users,Killed,0
2070,2012,10 - 14 years,Male,Motor cyclists,Injured,1
2071,2012,10 - 14 years,Male,Motor cyclists,Killed,0
2072,2012,10 - 14 years,Male,Car passengers,Injured,62
2073,2012,10 - 14 years,Male,Car passengers,Killed,0
2074,2012,10 - 14 years,Male,Car drivers,Injured,0
2075,2012,10 - 14 years,Male,Car drivers,Killed,0
2076,2012,10 - 14 years,Female,Pedestrians,Injured,52
2077,2012,10 - 14 years,Female,Pedestrians,Killed,0
2078,2012,10 - 14 years,Female,Pedal cyclists,Injured,6
2079,2012,10 - 14 years,Female,Pedal cyclists,Killed,0
2080,2012,10 - 14 years,Female,Other road users,Injured,1
2081,2012,10 - 14 years,Female,Other road users,Killed,0
2082,2012,10 - 14 years,Female,Motor cyclists,Injured,0
2083,2012,10 - 14 years,Female,Motor cyclists,Killed,0
2084,2012,10 - 14 years,Female,Car passengers,Injured,67
2085,2012,10 - 14 years,Female,Car passengers,Killed,0
2086,2012,10 - 14 years,Female,Car drivers,Injured,0
2087,2012,10 - 14 years,Female,Car drivers,Killed,0
2088,2012,15 - 17 years,Male,Pedestrians,Injured,37
2089,2012,15 - 17 years,Male,Pedestrians,Killed,1
2090,2012,15 - 17 years,Male,Pedal cyclists,Injured,26
2091,2012,15 - 17 years,Male,Pedal cyclists,Killed,0
2092,2012,15 - 17 years,Male,Other road users,Injured,13
2093,2012,15 - 17 years,Male,Other road users,Killed,0
2094,2012,15 - 17 years,Male,Motor cyclists,Injured,8
2095,2012,15 - 17 years,Male,Motor cyclists,Killed,0
2096,2012,15 - 17 years,Male,Car passengers,Injured,94
2097,2012,15 - 17 years,Male,Car passengers,Killed,4
2098,2012,15 - 17 years,Male,Car drivers,Injured,26
2099,2012,15 - 17 years,Male,Car drivers,Killed,2
2100,2012,15 - 17 years,Female,Pedestrians,Injured,24
2101,2012,15 - 17 years,Female,Pedestrians,Killed,0
2102,2012,15 - 17 years,Female,Pedal cyclists,Injured,4
2103,2012,15 - 17 years,Female,Pedal cyclists,Killed,0
2104,2012,15 - 17 years,Female,Other road users,Injured,5
2105,2012,15 - 17 years,Female,Other road users,Killed,0
2106,2012,15 - 17 years,Female,Motor cyclists,Injured,0
2107,2012,15 - 17 years,Female,Motor cyclists,Killed,0
2108,2012,15 - 17 years,Female,Car passengers,Injured,96
2109,2012,15 - 17 years,Female,Car passengers,Killed,0
2110,2012,15 - 17 years,Female,Car drivers,Injured,16
2111,2012,15 - 17 years,Female,Car drivers,Killed,0
2112,2012,18 - 20 years,Male,Pedestrians,Injured,40
2113,2012,18 - 20 years,Male,Pedestrians,Killed,0
2114,2012,18 - 20 years,Male,Pedal cyclists,Injured,22
2115,2012,18 - 20 years,Male,Pedal cyclists,Killed,0
2116,2012,18 - 20 years,Male,Other road users,Injured,35
2117,2012,18 - 20 years,Male,Other road users,Killed,2
2118,2012,18 - 20 years,Male,Motor cyclists,Injured,9
2119,2012,18 - 20 years,Male,Motor cyclists,Killed,2
2120,2012,18 - 20 years,Male,Car passengers,Injured,155
2121,2012,18 - 20 years,Male,Car passengers,Killed,2
2122,2012,18 - 20 years,Male,Car drivers,Injured,157
2123,2012,18 - 20 years,Male,Car drivers,Killed,4
2124,2012,18 - 20 years,Female,Pedestrians,Injured,29
2125,2012,18 - 20 years,Female,Pedestrians,Killed,0
2126,2012,18 - 20 years,Female,Pedal cyclists,Injured,9
2127,2012,18 - 20 years,Female,Pedal cyclists,Killed,0
2128,2012,18 - 20 years,Female,Other road users,Injured,16
2129,2012,18 - 20 years,Female,Other road users,Killed,0
2130,2012,18 - 20 years,Female,Motor cyclists,Injured,1
2131,2012,18 - 20 years,Female,Motor cyclists,Killed,0
2132,2012,18 - 20 years,Female,Car passengers,Injured,117
2133,2012,18 - 20 years,Female,Car passengers,Killed,0
2134,2012,18 - 20 years,Female,Car drivers,Injured,97
2135,2012,18 - 20 years,Female,Car drivers,Killed,2
2136,2012,21 - 24 years,Male,Pedestrians,Injured,56
2137,2012,21 - 24 years,Male,Pedestrians,Killed,0
2138,2012,21 - 24 years,Male,Pedal cyclists,Injured,31
2139,2012,21 - 24 years,Male,Pedal cyclists,Killed,0
2140,2012,21 - 24 years,Male,Other road users,Injured,48
2141,2012,21 - 24 years,Male,Other road users,Killed,1
2142,2012,21 - 24 years,Male,Motor cyclists,Injured,29
2143,2012,21 - 24 years,Male,Motor cyclists,Killed,0
2144,2012,21 - 24 years,Male,Car passengers,Injured,172
2145,2012,21 - 24 years,Male,Car passengers,Killed,7
2146,2012,21 - 24 years,Male,Car drivers,Injured,189
2147,2012,21 - 24 years,Male,Car drivers,Killed,10
2148,2012,21 - 24 years,Female,Pedestrians,Injured,22
2149,2012,21 - 24 years,Female,Pedestrians,Killed,0
2150,2012,21 - 24 years,Female,Pedal cyclists,Injured,9
2151,2012,21 - 24 years,Female,Pedal cyclists,Killed,0
2152,2012,21 - 24 years,Female,Other road users,Injured,9
2153,2012,21 - 24 years,Female,Other road users,Killed,1
2154,2012,21 - 24 years,Female,Motor cyclists,Injured,3
2155,2012,21 - 24 years,Female,Motor cyclists,Killed,0
2156,2012,21 - 24 years,Female,Car passengers,Injured,95
2157,2012,21 - 24 years,Female,Car passengers,Killed,1
2158,2012,21 - 24 years,Female,Car drivers,Injured,148
2159,2012,21 - 24 years,Female,Car drivers,Killed,3
2160,2012,25 - 34 years,Male,Pedestrians,Injured,79
2161,2012,25 - 34 years,Male,Pedestrians,Killed,3
2162,2012,25 - 34 years,Male,Pedal cyclists,Injured,101
2163,2012,25 - 34 years,Male,Pedal cyclists,Killed,0
2164,2012,25 - 34 years,Male,Other road users,Injured,105
2165,2012,25 - 34 years,Male,Other road users,Killed,3
2166,2012,25 - 34 years,Male,Motor cyclists,Injured,77
2167,2012,25 - 34 years,Male,Motor cyclists,Killed,8
2168,2012,25 - 34 years,Male,Car passengers,Injured,199
2169,2012,25 - 34 years,Male,Car passengers,Killed,1
2170,2012,25 - 34 years,Male,Car drivers,Injured,377
2171,2012,25 - 34 years,Male,Car drivers,Killed,8
2172,2012,25 - 34 years,Female,Pedestrians,Injured,49
2173,2012,25 - 34 years,Female,Pedestrians,Killed,0
2174,2012,25 - 34 years,Female,Pedal cyclists,Injured,56
2175,2012,25 - 34 years,Female,Pedal cyclists,Killed,0
2176,2012,25 - 34 years,Female,Other road users,Injured,24
2177,2012,25 - 34 years,Female,Other road users,Killed,0
2178,2012,25 - 34 years,Female,Motor cyclists,Injured,9
2179,2012,25 - 34 years,Female,Motor cyclists,Killed,2
2180,2012,25 - 34 years,Female,Car passengers,Injured,192
2181,2012,25 - 34 years,Female,Car passengers,Killed,2
2182,2012,25 - 34 years,Female,Car drivers,Injured,384
2183,2012,25 - 34 years,Female,Car drivers,Killed,8
2184,2012,35 - 44 years,Male,Pedestrians,Injured,69
2185,2012,35 - 44 years,Male,Pedestrians,Killed,0
2186,2012,35 - 44 years,Male,Pedal cyclists,Injured,105
2187,2012,35 - 44 years,Male,Pedal cyclists,Killed,2
2188,2012,35 - 44 years,Male,Other road users,Injured,86
2189,2012,35 - 44 years,Male,Other road users,Killed,4
2190,2012,35 - 44 years,Male,Motor cyclists,Injured,79
2191,2012,35 - 44 years,Male,Motor cyclists,Killed,3
2192,2012,35 - 44 years,Male,Car passengers,Injured,89
2193,2012,35 - 44 years,Male,Car passengers,Killed,0
2194,2012,35 - 44 years,Male,Car drivers,Injured,351
2195,2012,35 - 44 years,Male,Car drivers,Killed,3
2196,2012,35 - 44 years,Female,Pedestrians,Injured,41
2197,2012,35 - 44 years,Female,Pedestrians,Killed,0
2198,2012,35 - 44 years,Female,Pedal cyclists,Injured,34
2199,2012,35 - 44 years,Female,Pedal cyclists,Killed,1
2200,2012,35 - 44 years,Female,Other road users,Injured,14
2201,2012,35 - 44 years,Female,Other road users,Killed,0
2202,2012,35 - 44 years,Female,Motor cyclists,Injured,6
2203,2012,35 - 44 years,Female,Motor cyclists,Killed,0
2204,2012,35 - 44 years,Female,Car passengers,Injured,120
2205,2012,35 - 44 years,Female,Car passengers,Killed,0
2206,2012,35 - 44 years,Female,Car drivers,Injured,335
2207,2012,35 - 44 years,Female,Car drivers,Killed,3
2208,2012,45 - 54 years,Male,Pedestrians,Injured,46
2209,2012,45 - 54 years,Male,Pedestrians,Killed,3
2210,2012,45 - 54 years,Male,Pedal cyclists,Injured,72
2211,2012,45 - 54 years,Male,Pedal cyclists,Killed,1
2212,2012,45 - 54 years,Male,Other road users,Injured,79
2213,2012,45 - 54 years,Male,Other road users,Killed,2
2214,2012,45 - 54 years,Male,Motor cyclists,Injured,63
2215,2012,45 - 54 years,Male,Motor cyclists,Killed,2
2216,2012,45 - 54 years,Male,Car passengers,Injured,41
2217,2012,45 - 54 years,Male,Car passengers,Killed,1
2218,2012,45 - 54 years,Male,Car drivers,Injured,213
2219,2012,45 - 54 years,Male,Car drivers,Killed,2
2220,2012,45 - 54 years,Female,Pedestrians,Injured,44
2221,2012,45 - 54 years,Female,Pedestrians,Killed,1
2222,2012,45 - 54 years,Female,Pedal cyclists,Injured,23
2223,2012,45 - 54 years,Female,Pedal cyclists,Killed,2
2224,2012,45 - 54 years,Female,Other road users,Injured,12
2225,2012,45 - 54 years,Female,Other road users,Killed,0
2226,2012,45 - 54 years,Female,Motor cyclists,Injured,7
2227,2012,45 - 54 years,Female,Motor cyclists,Killed,1
2228,2012,45 - 54 years,Female,Car passengers,Injured,80
2229,2012,45 - 54 years,Female,Car passengers,Killed,0
2230,2012,45 - 54 years,Female,Car drivers,Injured,240
2231,2012,45 - 54 years,Female,Car drivers,Killed,4
2232,2012,55 - 64 years,Male,Pedestrians,Injured,50
2233,2012,55 - 64 years,Male,Pedestrians,Killed,3
2234,2012,55 - 64 years,Male,Pedal cyclists,Injured,32
2235,2012,55 - 64 years,Male,Pedal cyclists,Killed,1
2236,2012,55 - 64 years,Male,Other road users,Injured,43
2237,2012,55 - 64 years,Male,Other road users,Killed,2
2238,2012,55 - 64 years,Male,Motor cyclists,Injured,23
2239,2012,55 - 64 years,Male,Motor cyclists,Killed,1
2240,2012,55 - 64 years,Male,Car passengers,Injured,28
2241,2012,55 - 64 years,Male,Car passengers,Killed,0
2242,2012,55 - 64 years,Male,Car drivers,Injured,135
2243,2012,55 - 64 years,Male,Car drivers,Killed,2
2244,2012,55 - 64 years,Female,Pedestrians,Injured,39
2245,2012,55 - 64 years,Female,Pedestrians,Killed,1
2246,2012,55 - 64 years,Female,Pedal cyclists,Injured,10
2247,2012,55 - 64 years,Female,Pedal cyclists,Killed,0
2248,2012,55 - 64 years,Female,Other road users,Injured,6
2249,2012,55 - 64 years,Female,Other road users,Killed,0
2250,2012,55 - 64 years,Female,Motor cyclists,Injured,3
2251,2012,55 - 64 years,Female,Motor cyclists,Killed,0
2252,2012,55 - 64 years,Female,Car passengers,Injured,62
2253,2012,55 - 64 years,Female,Car passengers,Killed,0
2254,2012,55 - 64 years,Female,Car drivers,Injured,165
2255,2012,55 - 64 years,Female,Car drivers,Killed,1
2256,2012,65 years and over,Male,Pedestrians,Injured,54
2257,2012,65 years and over,Male,Pedestrians,Killed,9
2258,2012,65 years and over,Male,Pedal cyclists,Injured,12
2259,2012,65 years and over,Male,Pedal cyclists,Killed,0
2260,2012,65 years and over,Male,Other road users,Injured,21
2261,2012,65 years and over,Male,Other road users,Killed,1
2262,2012,65 years and over,Male,Motor cyclists,Injured,5
2263,2012,65 years and over,Male,Motor cyclists,Killed,0
2264,2012,65 years and over,Male,Car passengers,Injured,30
2265,2012,65 years and over,Male,Car passengers,Killed,2
2266,2012,65 years and over,Male,Car drivers,Injured,177
2267,2012,65 years and over,Male,Car drivers,Killed,5
2268,2012,65 years and over,Female,Pedestrians,Injured,69
2269,2012,65 years and over,Female,Pedestrians,Killed,5
2270,2012,65 years and over,Female,Pedal cyclists,Injured,4
2271,2012,65 years and over,Female,Pedal cyclists,Killed,1
2272,2012,65 years and over,Female,Other road users,Injured,10
2273,2012,65 years and over,Female,Other road users,Killed,1
2274,2012,65 years and over,Female,Motor cyclists,Injured,0
2275,2012,65 years and over,Female,Motor cyclists,Killed,0
2276,2012,65 years and over,Female,Car passengers,Injured,88
2277,2012,65 years and over,Female,Car passengers,Killed,5
2278,2012,65 years and over,Female,Car drivers,Injured,117
2279,2012,65 years and over,Female,Car drivers,Killed,7
2280,2012,Age unknown,Male,Pedestrians,Injured,6
2281,2012,Age unknown,Male,Pedestrians,Killed,0
2282,2012,Age unknown,Male,Pedal cyclists,Injured,10
2283,2012,Age unknown,Male,Pedal cyclists,Killed,0
2284,2012,Age unknown,Male,Other road users,Injured,2
2285,2012,Age unknown,Male,Other road users,Killed,0
2286,2012,Age unknown,Male,Motor cyclists,Injured,6
2287,2012,Age unknown,Male,Motor cyclists,Killed,0
2288,2012,Age unknown,Male,Car passengers,Injured,7
2289,2012,Age unknown,Male,Car passengers,Killed,0
2290,2012,Age unknown,Male,Car drivers,Injured,15
2291,2012,Age unknown,Male,Car drivers,Killed,0
2292,2012,Age unknown,Female,Pedestrians,Injured,6
2293,2012,Age unknown,Female,Pedestrians,Killed,0
2294,2012,Age unknown,Female,Pedal cyclists,Injured,0
2295,2012,Age unknown,Female,Pedal cyclists,Killed,0
2296,2012,Age unknown,Female,Other road users,Injured,0
2297,2012,Age unknown,Female,Other road users,Killed,0
2298,2012,Age unknown,Female,Motor cyclists,Injured,0
2299,2012,Age unknown,Female,Motor cyclists,Killed,0
2300,2012,Age unknown,Female,Car passengers,Injured,11
2301,2012,Age unknown,Female,Car passengers,Killed,0
2302,2012,Age unknown,Female,Car drivers,Injured,6
2303,2012,Age unknown,Female,Car drivers,Killed,0
