,Column,Year,Age,Sex,Participant,Casualty,Total
1778,1778,2011,10 - 14 years,Male,Pedal cyclists,Injured,17
1779,1779,2011,10 - 14 years,Male,Pedal cyclists,Killed,7
1780,1780,2011,10 - 14 years,Male,Other road users,Injured,6
1781,1781,2011,10 - 14 years,Male,Other road users,Killed,23
1782,1782,2011,10 - 14 years,Male,Motor cyclists,Injured,2
1783,1783,2011,10 - 14 years,Male,Motor cyclists,Killed,43
1784,1784,2011,10 - 14 years,Male,Car passengers,Injured,0
1785,1785,2011,10 - 14 years,Male,Car passengers,Killed,62
1786,1786,2011,10 - 14 years,Male,Car drivers,Injured,0
1787,1787,2011,10 - 14 years,Male,Car drivers,Killed,87
1788,1788,2011,10 - 14 years,Female,Pedestrians,Injured,0
1789,1789,2011,10 - 14 years,Female,Pedestrians,Killed,0
1790,1790,2011,10 - 14 years,Female,Pedal cyclists,Injured,0
1791,1791,2011,10 - 14 years,Female,Pedal cyclists,Killed,1
1792,1792,2011,10 - 14 years,Female,Other road users,Injured,0
1793,1793,2011,10 - 14 years,Female,Other road users,Killed,1
1794,1794,2011,10 - 14 years,Female,Motor cyclists,Injured,0
1795,1795,2011,10 - 14 years,Female,Motor cyclists,Killed,1
1796,1796,2011,10 - 14 years,Female,Car passengers,Injured,0
1797,1797,2011,10 - 14 years,Female,Car passengers,Killed,6
1798,1798,2011,10 - 14 years,Female,Car drivers,Injured,0
1799,1799,2011,10 - 14 years,Female,Car drivers,Killed,8
1800,1800,2011,15 - 17 years,Male,Pedestrians,Injured,179
1801,1801,2011,15 - 17 years,Male,Pedestrians,Killed,10
1802,1802,2011,15 - 17 years,Male,Pedal cyclists,Injured,145
1803,1803,2011,15 - 17 years,Male,Pedal cyclists,Killed,152
1804,1804,2011,15 - 17 years,Male,Other road users,Injured,33
1805,1805,2011,15 - 17 years,Male,Other road users,Killed,101
1806,1806,2011,15 - 17 years,Male,Motor cyclists,Injured,0
1807,1807,2011,15 - 17 years,Male,Motor cyclists,Killed,191
1808,1808,2011,15 - 17 years,Male,Car passengers,Injured,0
1809,1809,2011,15 - 17 years,Male,Car passengers,Killed,291
1810,1810,2011,15 - 17 years,Male,Car drivers,Injured,0
1811,1811,2011,15 - 17 years,Male,Car drivers,Killed,379
1812,1812,2011,15 - 17 years,Female,Pedestrians,Injured,7
1813,1813,2011,15 - 17 years,Female,Pedestrians,Killed,0
1814,1814,2011,15 - 17 years,Female,Pedal cyclists,Injured,7
1815,1815,2011,15 - 17 years,Female,Pedal cyclists,Killed,6
1816,1816,2011,15 - 17 years,Female,Other road users,Injured,3
1817,1817,2011,15 - 17 years,Female,Other road users,Killed,3
1818,1818,2011,15 - 17 years,Female,Motor cyclists,Injured,0
1819,1819,2011,15 - 17 years,Female,Motor cyclists,Killed,1
1820,1820,2011,15 - 17 years,Female,Car passengers,Injured,0
1821,1821,2011,15 - 17 years,Female,Car passengers,Killed,7
1822,1822,2011,15 - 17 years,Female,Car drivers,Injured,0
1823,1823,2011,15 - 17 years,Female,Car drivers,Killed,8
1824,1824,2011,18 - 20 years,Male,Pedestrians,Injured,141
1825,1825,2011,18 - 20 years,Male,Pedestrians,Killed,12
1826,1826,2011,18 - 20 years,Male,Pedal cyclists,Injured,143
1827,1827,2011,18 - 20 years,Male,Pedal cyclists,Killed,25
1828,1828,2011,18 - 20 years,Male,Other road users,Injured,79
1829,1829,2011,18 - 20 years,Male,Other road users,Killed,32
1830,1830,2011,18 - 20 years,Male,Motor cyclists,Injured,54
1831,1831,2011,18 - 20 years,Male,Motor cyclists,Killed,36
1832,1832,2011,18 - 20 years,Male,Car passengers,Injured,40
1833,1833,2011,18 - 20 years,Male,Car passengers,Killed,71
1834,1834,2011,18 - 20 years,Male,Car drivers,Injured,54
1835,1835,2011,18 - 20 years,Male,Car drivers,Killed,188
1836,1836,2011,18 - 20 years,Female,Pedestrians,Injured,1
1837,1837,2011,18 - 20 years,Female,Pedestrians,Killed,0
1838,1838,2011,18 - 20 years,Female,Pedal cyclists,Injured,4
1839,1839,2011,18 - 20 years,Female,Pedal cyclists,Killed,1
1840,1840,2011,18 - 20 years,Female,Other road users,Injured,1
1841,1841,2011,18 - 20 years,Female,Other road users,Killed,0
1842,1842,2011,18 - 20 years,Female,Motor cyclists,Injured,0
1843,1843,2011,18 - 20 years,Female,Motor cyclists,Killed,0
1844,1844,2011,18 - 20 years,Female,Car passengers,Injured,0
1845,1845,2011,18 - 20 years,Female,Car passengers,Killed,1
1846,1846,2011,18 - 20 years,Female,Car drivers,Injured,1
1847,1847,2011,18 - 20 years,Female,Car drivers,Killed,6
1848,1848,2011,21 - 24 years,Male,Pedestrians,Injured,46
1849,1849,2011,21 - 24 years,Male,Pedestrians,Killed,8
1850,1850,2011,21 - 24 years,Male,Pedal cyclists,Injured,48
1851,1851,2011,21 - 24 years,Male,Pedal cyclists,Killed,25
1852,1852,2011,21 - 24 years,Male,Other road users,Injured,27
1853,1853,2011,21 - 24 years,Male,Other road users,Killed,42
1854,1854,2011,21 - 24 years,Male,Motor cyclists,Injured,17
1855,1855,2011,21 - 24 years,Male,Motor cyclists,Killed,58
1856,1856,2011,21 - 24 years,Male,Car passengers,Injured,8
1857,1857,2011,21 - 24 years,Male,Car passengers,Killed,93
1858,1858,2011,21 - 24 years,Male,Car drivers,Injured,2
1859,1859,2011,21 - 24 years,Male,Car drivers,Killed,137
1860,1860,2011,21 - 24 years,Female,Pedestrians,Injured,2
1861,1861,2011,21 - 24 years,Female,Pedestrians,Killed,0
1862,1862,2011,21 - 24 years,Female,Pedal cyclists,Injured,1
1863,1863,2011,21 - 24 years,Female,Pedal cyclists,Killed,1
1864,1864,2011,21 - 24 years,Female,Other road users,Injured,2
1865,1865,2011,21 - 24 years,Female,Other road users,Killed,1
1866,1866,2011,21 - 24 years,Female,Motor cyclists,Injured,0
1867,1867,2011,21 - 24 years,Female,Motor cyclists,Killed,1
1868,1868,2011,21 - 24 years,Female,Car passengers,Injured,0
1869,1869,2011,21 - 24 years,Female,Car passengers,Killed,1
1870,1870,2011,21 - 24 years,Female,Car drivers,Injured,0
1871,1871,2011,21 - 24 years,Female,Car drivers,Killed,5
1872,1872,2011,25 - 34 years,Male,Pedestrians,Injured,17
1873,1873,2011,25 - 34 years,Male,Pedestrians,Killed,6
1874,1874,2011,25 - 34 years,Male,Pedal cyclists,Injured,22
1875,1875,2011,25 - 34 years,Male,Pedal cyclists,Killed,73
1876,1876,2011,25 - 34 years,Male,Other road users,Injured,23
1877,1877,2011,25 - 34 years,Male,Other road users,Killed,36
1878,1878,2011,25 - 34 years,Male,Motor cyclists,Injured,43
1879,1879,2011,25 - 34 years,Male,Motor cyclists,Killed,35
1880,1880,2011,25 - 34 years,Male,Car passengers,Injured,23
1881,1881,2011,25 - 34 years,Male,Car passengers,Killed,28
1882,1882,2011,25 - 34 years,Male,Car drivers,Injured,24
1883,1883,2011,25 - 34 years,Male,Car drivers,Killed,53
1884,1884,2011,25 - 34 years,Female,Pedestrians,Injured,0
1885,1885,2011,25 - 34 years,Female,Pedestrians,Killed,0
1886,1886,2011,25 - 34 years,Female,Pedal cyclists,Injured,0
1887,1887,2011,25 - 34 years,Female,Pedal cyclists,Killed,6
1888,1888,2011,25 - 34 years,Female,Other road users,Injured,1
1889,1889,2011,25 - 34 years,Female,Other road users,Killed,1
1890,1890,2011,25 - 34 years,Female,Motor cyclists,Injured,1
1891,1891,2011,25 - 34 years,Female,Motor cyclists,Killed,1
1892,1892,2011,25 - 34 years,Female,Car passengers,Injured,0
1893,1893,2011,25 - 34 years,Female,Car passengers,Killed,4
1894,1894,2011,25 - 34 years,Female,Car drivers,Injured,0
1895,1895,2011,25 - 34 years,Female,Car drivers,Killed,0
1896,1896,2011,35 - 44 years,Male,Pedestrians,Injured,11
1897,1897,2011,35 - 44 years,Male,Pedestrians,Killed,1
1898,1898,2011,35 - 44 years,Male,Pedal cyclists,Injured,6
1899,1899,2011,35 - 44 years,Male,Pedal cyclists,Killed,1
1900,1900,2011,35 - 44 years,Male,Other road users,Injured,2
1901,1901,2011,35 - 44 years,Male,Other road users,Killed,6
1902,1902,2011,35 - 44 years,Male,Motor cyclists,Injured,2
1903,1903,2011,35 - 44 years,Male,Motor cyclists,Killed,15
1904,1904,2011,35 - 44 years,Male,Car passengers,Injured,2
1905,1905,2011,35 - 44 years,Male,Car passengers,Killed,14
1906,1906,2011,35 - 44 years,Male,Car drivers,Injured,0
1907,1907,2011,35 - 44 years,Male,Car drivers,Killed,29
1908,1908,2011,35 - 44 years,Female,Pedestrians,Injured,0
1909,1909,2011,35 - 44 years,Female,Pedestrians,Killed,0
1910,1910,2011,35 - 44 years,Female,Pedal cyclists,Injured,0
1911,1911,2011,35 - 44 years,Female,Pedal cyclists,Killed,0
1912,1912,2011,35 - 44 years,Female,Other road users,Injured,0
1913,1913,2011,35 - 44 years,Female,Other road users,Killed,0
1914,1914,2011,35 - 44 years,Female,Motor cyclists,Injured,0
1915,1915,2011,35 - 44 years,Female,Motor cyclists,Killed,0
1916,1916,2011,35 - 44 years,Female,Car passengers,Injured,0
1917,1917,2011,35 - 44 years,Female,Car passengers,Killed,0
1918,1918,2011,35 - 44 years,Female,Car drivers,Injured,0
1919,1919,2011,35 - 44 years,Female,Car drivers,Killed,0
1920,1920,2011,45 - 54 years,Male,Pedestrians,Injured,4
1921,1921,2011,45 - 54 years,Male,Pedestrians,Killed,1
1922,1922,2011,45 - 54 years,Male,Pedal cyclists,Injured,2
1923,1923,2011,45 - 54 years,Male,Pedal cyclists,Killed,0
1924,1924,2011,45 - 54 years,Male,Other road users,Injured,1
1925,1925,2011,45 - 54 years,Male,Other road users,Killed,5
1926,1926,2011,45 - 54 years,Male,Motor cyclists,Injured,0
1927,1927,2011,45 - 54 years,Male,Motor cyclists,Killed,3
1928,1928,2011,45 - 54 years,Male,Car passengers,Injured,0
1929,1929,2011,45 - 54 years,Male,Car passengers,Killed,6
1930,1930,2011,45 - 54 years,Male,Car drivers,Injured,0
1931,1931,2011,45 - 54 years,Male,Car drivers,Killed,10
1932,1932,2011,45 - 54 years,Female,Pedestrians,Injured,0
1933,1933,2011,45 - 54 years,Female,Pedestrians,Killed,0
1934,1934,2011,45 - 54 years,Female,Pedal cyclists,Injured,0
1935,1935,2011,45 - 54 years,Female,Pedal cyclists,Killed,1
1936,1936,2011,45 - 54 years,Female,Other road users,Injured,0
1937,1937,2011,45 - 54 years,Female,Other road users,Killed,0
1938,1938,2011,45 - 54 years,Female,Motor cyclists,Injured,0
1939,1939,2011,45 - 54 years,Female,Motor cyclists,Killed,0
1940,1940,2011,45 - 54 years,Female,Car passengers,Injured,0
1941,1941,2011,45 - 54 years,Female,Car passengers,Killed,0
1942,1942,2011,45 - 54 years,Female,Car drivers,Injured,0
1943,1943,2011,45 - 54 years,Female,Car drivers,Killed,0
1944,1944,2011,55 - 64 years,Male,Pedestrians,Injured,177
1945,1945,2011,55 - 64 years,Male,Pedestrians,Killed,4
1946,1946,2011,55 - 64 years,Male,Pedal cyclists,Injured,104
1947,1947,2011,55 - 64 years,Male,Pedal cyclists,Killed,10
1948,1948,2011,55 - 64 years,Male,Other road users,Injured,13
1949,1949,2011,55 - 64 years,Male,Other road users,Killed,119
1950,1950,2011,55 - 64 years,Male,Motor cyclists,Injured,0
1951,1951,2011,55 - 64 years,Male,Motor cyclists,Killed,183
1952,1952,2011,55 - 64 years,Male,Car passengers,Injured,0
1953,1953,2011,55 - 64 years,Male,Car passengers,Killed,294
1954,1954,2011,55 - 64 years,Male,Car drivers,Injured,0
1955,1955,2011,55 - 64 years,Male,Car drivers,Killed,370
1956,1956,2011,55 - 64 years,Female,Pedestrians,Injured,2
1957,1957,2011,55 - 64 years,Female,Pedestrians,Killed,0
1958,1958,2011,55 - 64 years,Female,Pedal cyclists,Injured,4
1959,1959,2011,55 - 64 years,Female,Pedal cyclists,Killed,7
1960,1960,2011,55 - 64 years,Female,Other road users,Injured,0
1961,1961,2011,55 - 64 years,Female,Other road users,Killed,1
1962,1962,2011,55 - 64 years,Female,Motor cyclists,Injured,0
1963,1963,2011,55 - 64 years,Female,Motor cyclists,Killed,2
1964,1964,2011,55 - 64 years,Female,Car passengers,Injured,0
1965,1965,2011,55 - 64 years,Female,Car passengers,Killed,4
1966,1966,2011,55 - 64 years,Female,Car drivers,Injured,0
1967,1967,2011,55 - 64 years,Female,Car drivers,Killed,3
1968,1968,2011,65 years and over,Male,Pedestrians,Injured,126
1969,1969,2011,65 years and over,Male,Pedestrians,Killed,10
1970,1970,2011,65 years and over,Male,Pedal cyclists,Injured,128
1971,1971,2011,65 years and over,Male,Pedal cyclists,Killed,78
1972,1972,2011,65 years and over,Male,Other road users,Injured,67
1973,1973,2011,65 years and over,Male,Other road users,Killed,57
1974,1974,2011,65 years and over,Male,Motor cyclists,Injured,52
1975,1975,2011,65 years and over,Male,Motor cyclists,Killed,75
1976,1976,2011,65 years and over,Male,Car passengers,Injured,49
1977,1977,2011,65 years and over,Male,Car passengers,Killed,72
1978,1978,2011,65 years and over,Male,Car drivers,Injured,69
1979,1979,2011,65 years and over,Male,Car drivers,Killed,175
1980,1980,2011,65 years and over,Female,Pedestrians,Injured,0
1981,1981,2011,65 years and over,Female,Pedestrians,Killed,0
1982,1982,2011,65 years and over,Female,Pedal cyclists,Injured,1
1983,1983,2011,65 years and over,Female,Pedal cyclists,Killed,5
1984,1984,2011,65 years and over,Female,Other road users,Injured,2
1985,1985,2011,65 years and over,Female,Other road users,Killed,3
1986,1986,2011,65 years and over,Female,Motor cyclists,Injured,1
1987,1987,2011,65 years and over,Female,Motor cyclists,Killed,0
1988,1988,2011,65 years and over,Female,Car passengers,Injured,0
1989,1989,2011,65 years and over,Female,Car passengers,Killed,0
1990,1990,2011,65 years and over,Female,Car drivers,Injured,0
1991,1991,2011,65 years and over,Female,Car drivers,Killed,3
1992,1992,2011,Age unknown,Male,Pedestrians,Injured,16
1993,1993,2011,Age unknown,Male,Pedestrians,Killed,0
1994,1994,2011,Age unknown,Male,Pedal cyclists,Injured,9
1995,1995,2011,Age unknown,Male,Pedal cyclists,Killed,7
1996,1996,2011,Age unknown,Male,Other road users,Injured,3
1997,1997,2011,Age unknown,Male,Other road users,Killed,8
1998,1998,2011,Age unknown,Male,Motor cyclists,Injured,1
1999,1999,2011,Age unknown,Male,Motor cyclists,Killed,13
2000,2000,2011,Age unknown,Male,Car passengers,Injured,0
2001,2001,2011,Age unknown,Male,Car passengers,Killed,20
2002,2002,2011,Age unknown,Male,Car drivers,Injured,0
2003,2003,2011,Age unknown,Male,Car drivers,Killed,32
2004,2004,2011,Age unknown,Female,Pedestrians,Injured,1
2005,2005,2011,Age unknown,Female,Pedestrians,Killed,0
2006,2006,2011,Age unknown,Female,Pedal cyclists,Injured,1
2007,2007,2011,Age unknown,Female,Pedal cyclists,Killed,0
2008,2008,2011,Age unknown,Female,Other road users,Injured,1
2009,2009,2011,Age unknown,Female,Other road users,Killed,0
2010,2010,2011,Age unknown,Female,Motor cyclists,Injured,0
2011,2011,2011,Age unknown,Female,Motor cyclists,Killed,0
2012,2012,2011,Age unknown,Female,Car passengers,Injured,0
2013,2013,2011,Age unknown,Female,Car passengers,Killed,0
2014,2014,2011,Age unknown,Female,Car drivers,Injured,0
2015,2015,2011,Age unknown,Female,Car drivers,Killed,0
2016,2016,2012,00 - 05 years,Male,Pedestrians,Injured,40
2017,2017,2012,00 - 05 years,Male,Pedestrians,Killed,0
2018,2018,2012,00 - 05 years,Male,Pedal cyclists,Injured,1
2019,2019,2012,00 - 05 years,Male,Pedal cyclists,Killed,0
2020,2020,2012,00 - 05 years,Male,Other road users,Injured,2
2021,2021,2012,00 - 05 years,Male,Other road users,Killed,0
2022,2022,2012,00 - 05 years,Male,Motor cyclists,Injured,0
2023,2023,2012,00 - 05 years,Male,Motor cyclists,Killed,0
2024,2024,2012,00 - 05 years,Male,Car passengers,Injured,83
2025,2025,2012,00 - 05 years,Male,Car passengers,Killed,0
2026,2026,2012,00 - 05 years,Male,Car drivers,Injured,0
2027,2027,2012,00 - 05 years,Male,Car drivers,Killed,0
2028,2028,2012,00 - 05 years,Female,Pedestrians,Injured,29
2029,2029,2012,00 - 05 years,Female,Pedestrians,Killed,2
2030,2030,2012,00 - 05 years,Female,Pedal cyclists,Injured,1
2031,2031,2012,00 - 05 years,Female,Pedal cyclists,Killed,0
2032,2032,2012,00 - 05 years,Female,Other road users,Injured,2
2033,2033,2012,00 - 05 years,Female,Other road users,Killed,0
2034,2034,2012,00 - 05 years,Female,Motor cyclists,Injured,0
2035,2035,2012,00 - 05 years,Female,Motor cyclists,Killed,0
2036,2036,2012,00 - 05 years,Female,Car passengers,Injured,56
2037,2037,2012,00 - 05 years,Female,Car passengers,Killed,0
2038,2038,2012,00 - 05 years,Female,Car drivers,Injured,0
2039,2039,2012,00 - 05 years,Female,Car drivers,Killed,0
2040,2040,2012,06 - 09 years,Male,Pedestrians,Injured,41
2041,2041,2012,06 - 09 years,Male,Pedestrians,Killed,1
2042,2042,2012,06 - 09 years,Male,Pedal cyclists,Injured,12
2043,2043,2012,06 - 09 years,Male,Pedal cyclists,Killed,0
2044,2044,2012,06 - 09 years,Male,Other road users,Injured,2
2045,2045,2012,06 - 09 years,Male,Other road users,Killed,0
2046,2046,2012,06 - 09 years,Male,Motor cyclists,Injured,0
2047,2047,2012,06 - 09 years,Male,Motor cyclists,Killed,0
2048,2048,2012,06 - 09 years,Male,Car passengers,Injured,54
2049,2049,2012,06 - 09 years,Male,Car passengers,Killed,0
2050,2050,2012,06 - 09 years,Male,Car drivers,Injured,0
2051,2051,2012,06 - 09 years,Male,Car drivers,Killed,0
2052,2052,2012,06 - 09 years,Female,Pedestrians,Injured,20
2053,2053,2012,06 - 09 years,Female,Pedestrians,Killed,0
2054,2054,2012,06 - 09 years,Female,Pedal cyclists,Injured,2
2055,2055,2012,06 - 09 years,Female,Pedal cyclists,Killed,0
2056,2056,2012,06 - 09 years,Female,Other road users,Injured,0
2057,2057,2012,06 - 09 years,Female,Other road users,Killed,0
2058,2058,2012,06 - 09 years,Female,Motor cyclists,Injured,0
2059,2059,2012,06 - 09 years,Female,Motor cyclists,Killed,0
2060,2060,2012,06 - 09 years,Female,Car passengers,Injured,48
2061,2061,2012,06 - 09 years,Female,Car passengers,Killed,0
2062,2062,2012,06 - 09 years,Female,Car drivers,Injured,0
2063,2063,2012,06 - 09 years,Female,Car drivers,Killed,0
2064,2064,2012,10 - 14 years,Male,Pedestrians,Injured,54
2065,2065,2012,10 - 14 years,Male,Pedestrians,Killed,0
2066,2066,2012,10 - 14 years,Male,Pedal cyclists,Injured,31
2067,2067,2012,10 - 14 years,Male,Pedal cyclists,Killed,0
2068,2068,2012,10 - 14 years,Male,Other road users,Injured,8
2069,2069,2012,10 - 14 years,Male,Other road users,Killed,0
2070,2070,2012,10 - 14 years,Male,Motor cyclists,Injured,1
2071,2071,2012,10 - 14 years,Male,Motor cyclists,Killed,0
2072,2072,2012,10 - 14 years,Male,Car passengers,Injured,62
2073,2073,2012,10 - 14 years,Male,Car passengers,Killed,0
2074,2074,2012,10 - 14 years,Male,Car drivers,Injured,0
2075,2075,2012,10 - 14 years,Male,Car drivers,Killed,0
2076,2076,2012,10 - 14 years,Female,Pedestrians,Injured,52
2077,2077,2012,10 - 14 years,Female,Pedestrians,Killed,0
2078,2078,2012,10 - 14 years,Female,Pedal cyclists,Injured,6
2079,2079,2012,10 - 14 years,Female,Pedal cyclists,Killed,0
2080,2080,2012,10 - 14 years,Female,Other road users,Injured,1
2081,2081,2012,10 - 14 years,Female,Other road users,Killed,0
2082,2082,2012,10 - 14 years,Female,Motor cyclists,Injured,0
2083,2083,2012,10 - 14 years,Female,Motor cyclists,Killed,0
2084,2084,2012,10 - 14 years,Female,Car passengers,Injured,67
2085,2085,2012,10 - 14 years,Female,Car passengers,Killed,0
2086,2086,2012,10 - 14 years,Female,Car drivers,Injured,0
2087,2087,2012,10 - 14 years,Female,Car drivers,Killed,0
2088,2088,2012,15 - 17 years,Male,Pedestrians,Injured,37
2089,2089,2012,15 - 17 years,Male,Pedestrians,Killed,1
2090,2090,2012,15 - 17 years,Male,Pedal cyclists,Injured,26
2091,2091,2012,15 - 17 years,Male,Pedal cyclists,Killed,0
2092,2092,2012,15 - 17 years,Male,Other road users,Injured,13
2093,2093,2012,15 - 17 years,Male,Other road users,Killed,0
2094,2094,2012,15 - 17 years,Male,Motor cyclists,Injured,8
2095,2095,2012,15 - 17 years,Male,Motor cyclists,Killed,0
2096,2096,2012,15 - 17 years,Male,Car passengers,Injured,94
2097,2097,2012,15 - 17 years,Male,Car passengers,Killed,4
2098,2098,2012,15 - 17 years,Male,Car drivers,Injured,26
2099,2099,2012,15 - 17 years,Male,Car drivers,Killed,2
2100,2100,2012,15 - 17 years,Female,Pedestrians,Injured,24
2101,2101,2012,15 - 17 years,Female,Pedestrians,Killed,0
2102,2102,2012,15 - 17 years,Female,Pedal cyclists,Injured,4
2103,2103,2012,15 - 17 years,Female,Pedal cyclists,Killed,0
2104,2104,2012,15 - 17 years,Female,Other road users,Injured,5
2105,2105,2012,15 - 17 years,Female,Other road users,Killed,0
2106,2106,2012,15 - 17 years,Female,Motor cyclists,Injured,0
2107,2107,2012,15 - 17 years,Female,Motor cyclists,Killed,0
2108,2108,2012,15 - 17 years,Female,Car passengers,Injured,96
2109,2109,2012,15 - 17 years,Female,Car passengers,Killed,0
2110,2110,2012,15 - 17 years,Female,Car drivers,Injured,16
2111,2111,2012,15 - 17 years,Female,Car drivers,Killed,0
2112,2112,2012,18 - 20 years,Male,Pedestrians,Injured,40
2113,2113,2012,18 - 20 years,Male,Pedestrians,Killed,0
2114,2114,2012,18 - 20 years,Male,Pedal cyclists,Injured,22
2115,2115,2012,18 - 20 years,Male,Pedal cyclists,Killed,0
2116,2116,2012,18 - 20 years,Male,Other road users,Injured,35
2117,2117,2012,18 - 20 years,Male,Other road users,Killed,2
2118,2118,2012,18 - 20 years,Male,Motor cyclists,Injured,9
2119,2119,2012,18 - 20 years,Male,Motor cyclists,Killed,2
2120,2120,2012,18 - 20 years,Male,Car passengers,Injured,155
2121,2121,2012,18 - 20 years,Male,Car passengers,Killed,2
2122,2122,2012,18 - 20 years,Male,Car drivers,Injured,157
2123,2123,2012,18 - 20 years,Male,Car drivers,Killed,4
2124,2124,2012,18 - 20 years,Female,Pedestrians,Injured,29
2125,2125,2012,18 - 20 years,Female,Pedestrians,Killed,0
2126,2126,2012,18 - 20 years,Female,Pedal cyclists,Injured,9
2127,2127,2012,18 - 20 years,Female,Pedal cyclists,Killed,0
2128,2128,2012,18 - 20 years,Female,Other road users,Injured,16
2129,2129,2012,18 - 20 years,Female,Other road users,Killed,0
2130,2130,2012,18 - 20 years,Female,Motor cyclists,Injured,1
2131,2131,2012,18 - 20 years,Female,Motor cyclists,Killed,0
2132,2132,2012,18 - 20 years,Female,Car passengers,Injured,117
2133,2133,2012,18 - 20 years,Female,Car passengers,Killed,0
2134,2134,2012,18 - 20 years,Female,Car drivers,Injured,97
2135,2135,2012,18 - 20 years,Female,Car drivers,Killed,2
2136,2136,2012,21 - 24 years,Male,Pedestrians,Injured,56
2137,2137,2012,21 - 24 years,Male,Pedestrians,Killed,0
2138,2138,2012,21 - 24 years,Male,Pedal cyclists,Injured,31
2139,2139,2012,21 - 24 years,Male,Pedal cyclists,Killed,0
2140,2140,2012,21 - 24 years,Male,Other road users,Injured,48
2141,2141,2012,21 - 24 years,Male,Other road users,Killed,1
2142,2142,2012,21 - 24 years,Male,Motor cyclists,Injured,29
2143,2143,2012,21 - 24 years,Male,Motor cyclists,Killed,0
2144,2144,2012,21 - 24 years,Male,Car passengers,Injured,172
2145,2145,2012,21 - 24 years,Male,Car passengers,Killed,7
2146,2146,2012,21 - 24 years,Male,Car drivers,Injured,189
2147,2147,2012,21 - 24 years,Male,Car drivers,Killed,10
2148,2148,2012,21 - 24 years,Female,Pedestrians,Injured,22
2149,2149,2012,21 - 24 years,Female,Pedestrians,Killed,0
2150,2150,2012,21 - 24 years,Female,Pedal cyclists,Injured,9
2151,2151,2012,21 - 24 years,Female,Pedal cyclists,Killed,0
2152,2152,2012,21 - 24 years,Female,Other road users,Injured,9
2153,2153,2012,21 - 24 years,Female,Other road users,Killed,1
2154,2154,2012,21 - 24 years,Female,Motor cyclists,Injured,3
2155,2155,2012,21 - 24 years,Female,Motor cyclists,Killed,0
2156,2156,2012,21 - 24 years,Female,Car passengers,Injured,95
2157,2157,2012,21 - 24 years,Female,Car passengers,Killed,1
2158,2158,2012,21 - 24 years,Female,Car drivers,Injured,148
2159,2159,2012,21 - 24 years,Female,Car drivers,Killed,3
2160,2160,2012,25 - 34 years,Male,Pedestrians,Injured,79
2161,2161,2012,25 - 34 years,Male,Pedestrians,Killed,3
2162,2162,2012,25 - 34 years,Male,Pedal cyclists,Injured,101
2163,2163,2012,25 - 34 years,Male,Pedal cyclists,Killed,0
2164,2164,2012,25 - 34 years,Male,Other road users,Injured,105
2165,2165,2012,25 - 34 years,Male,Other road users,Killed,3
2166,2166,2012,25 - 34 years,Male,Motor cyclists,Injured,77
2167,2167,2012,25 - 34 years,Male,Motor cyclists,Killed,8
2168,2168,2012,25 - 34 years,Male,Car passengers,Injured,199
2169,2169,2012,25 - 34 years,Male,Car passengers,Killed,1
2170,2170,2012,25 - 34 years,Male,Car drivers,Injured,377
2171,2171,2012,25 - 34 years,Male,Car drivers,Killed,8
2172,2172,2012,25 - 34 years,Female,Pedestrians,Injured,49
2173,2173,2012,25 - 34 years,Female,Pedestrians,Killed,0
2174,2174,2012,25 - 34 years,Female,Pedal cyclists,Injured,56
2175,2175,2012,25 - 34 years,Female,Pedal cyclists,Killed,0
2176,2176,2012,25 - 34 years,Female,Other road users,Injured,24
2177,2177,2012,25 - 34 years,Female,Other road users,Killed,0
2178,2178,2012,25 - 34 years,Female,Motor cyclists,Injured,9
2179,2179,2012,25 - 34 years,Female,Motor cyclists,Killed,2
2180,2180,2012,25 - 34 years,Female,Car passengers,Injured,192
2181,2181,2012,25 - 34 years,Female,Car passengers,Killed,2
2182,2182,2012,25 - 34 years,Female,Car drivers,Injured,384
2183,2183,2012,25 - 34 years,Female,Car drivers,Killed,8
2184,2184,2012,35 - 44 years,Male,Pedestrians,Injured,69
2185,2185,2012,35 - 44 years,Male,Pedestrians,Killed,0
2186,2186,2012,35 - 44 years,Male,Pedal cyclists,Injured,105
2187,2187,2012,35 - 44 years,Male,Pedal cyclists,Killed,2
2188,2188,2012,35 - 44 years,Male,Other road users,Injured,86
2189,2189,2012,35 - 44 years,Male,Other road users,Killed,4
2190,2190,2012,35 - 44 years,Male,Motor cyclists,Injured,79
2191,2191,2012,35 - 44 years,Male,Motor cyclists,Killed,3
2192,2192,2012,35 - 44 years,Male,Car passengers,Injured,89
2193,2193,2012,35 - 44 years,Male,Car passengers,Killed,0
2194,2194,2012,35 - 44 years,Male,Car drivers,Injured,351
2195,2195,2012,35 - 44 years,Male,Car drivers,Killed,3
2196,2196,2012,35 - 44 years,Female,Pedestrians,Injured,41
2197,2197,2012,35 - 44 years,Female,Pedestrians,Killed,0
2198,2198,2012,35 - 44 years,Female,Pedal cyclists,Injured,34
2199,2199,2012,35 - 44 years,Female,Pedal cyclists,Killed,1
2200,2200,2012,35 - 44 years,Female,Other road users,Injured,14
2201,2201,2012,35 - 44 years,Female,Other road users,Killed,0
2202,2202,2012,35 - 44 years,Female,Motor cyclists,Injured,6
2203,2203,2012,35 - 44 years,Female,Motor cyclists,Killed,0
2204,2204,2012,35 - 44 years,Female,Car passengers,Injured,120
2205,2205,2012,35 - 44 years,Female,Car passengers,Killed,0
